Country,Year,Measure_group,OBS_VALUE_abstraction
Switzerland,2017,Domestic & Public Use,1862.0
Switzerland,2018,Domestic & Public Use,1906.0
Switzerland,2019,Domestic & Public Use,1856.0
Switzerland,2020,Domestic & Public Use,1878.0
Switzerland,2021,Domestic & Public Use,1829.0
Switzerland,2022,Domestic & Public Use,1862.0
Ukraine,1990,Agriculture & Fisheries,24909.0
Ukraine,1990,Domestic & Public Use,3820.0
Ukraine,1990,Industry & Manufacturing,4047.409999847412
Ukraine,1995,Agriculture & Fisheries,17452.0
Ukraine,1995,Domestic & Public Use,3751.0
Ukraine,1995,Industry & Manufacturing,2484.169975280764
Ukraine,1996,Agriculture & Fisheries,15277.0
Ukraine,1996,Domestic & Public Use,3957.0
Ukraine,1996,Industry & Manufacturing,1595.0
Ukraine,1997,Agriculture & Fisheries,13986.0
Ukraine,1997,Domestic & Public Use,3834.0
Ukraine,1997,Industry & Manufacturing,1564.0
Ukraine,1998,Agriculture & Fisheries,12327.0
Ukraine,1998,Domestic & Public Use,3487.0
Ukraine,1998,Industry & Manufacturing,1536.0
Ukraine,1999,Agriculture & Fisheries,12791.0
Ukraine,1999,Domestic & Public Use,3458.0
Ukraine,1999,Industry & Manufacturing,1460.0
Ukraine,2000,Agriculture & Fisheries,11522.0
Ukraine,2000,Domestic & Public Use,3338.0
Ukraine,2000,Industry & Manufacturing,1834.549
Ukraine,2001,Agriculture & Fisheries,10646.0
Ukraine,2001,Domestic & Public Use,3420.0
Ukraine,2001,Industry & Manufacturing,1704.7
Ukraine,2002,Agriculture & Fisheries,9178.0
Ukraine,2002,Domestic & Public Use,3349.0
Ukraine,2002,Industry & Manufacturing,1617.086
Ukraine,2003,Agriculture & Fisheries,7919.0
Ukraine,2003,Domestic & Public Use,3248.0
Ukraine,2003,Industry & Manufacturing,1618.646
Ukraine,2004,Agriculture & Fisheries,8421.0
Ukraine,2004,Domestic & Public Use,3118.0
Ukraine,2004,Industry & Manufacturing,1651.324
Ukraine,2005,Agriculture & Fisheries,9329.0
Ukraine,2005,Domestic & Public Use,3071.0
Ukraine,2005,Industry & Manufacturing,1639.532
Ukraine,2006,Agriculture & Fisheries,9733.0
Ukraine,2006,Domestic & Public Use,2997.0
Ukraine,2006,Industry & Manufacturing,1574.842
Ukraine,2007,Agriculture & Fisheries,11294.0
Ukraine,2007,Domestic & Public Use,3148.0
Ukraine,2007,Industry & Manufacturing,1531.698
Ukraine,2008,Agriculture & Fisheries,10942.0
Ukraine,2008,Domestic & Public Use,3573.0
Ukraine,2008,Industry & Manufacturing,1410.244
Ukraine,2009,Agriculture & Fisheries,10429.0
Ukraine,2009,Domestic & Public Use,3277.0
Ukraine,2009,Industry & Manufacturing,1275.163
Ukraine,2010,Agriculture & Fisheries,10444.0
Ukraine,2010,Domestic & Public Use,3214.0
Ukraine,2010,Industry & Manufacturing,1333.3
Ukraine,2011,Agriculture & Fisheries,10205.0
Ukraine,2011,Domestic & Public Use,3083.0
Ukraine,2011,Industry & Manufacturing,1333.807
Ukraine,2012,Agriculture & Fisheries,9783.0
Ukraine,2012,Domestic & Public Use,3090.0
Ukraine,2012,Industry & Manufacturing,1313.317
Ukraine,2013,Agriculture & Fisheries,8597.0
Ukraine,2013,Domestic & Public Use,2983.0
Ukraine,2013,Industry & Manufacturing,1230.895
Ukraine,2014,Agriculture & Fisheries,6404.0
Ukraine,2014,Domestic & Public Use,2588.0
Ukraine,2014,Industry & Manufacturing,1000.5079999999999
Ukraine,2015,Agriculture & Fisheries,5315.0
Ukraine,2015,Domestic & Public Use,2492.0
Ukraine,2015,Industry & Manufacturing,807.132
Ukraine,2016,Agriculture & Fisheries,5656.0
Ukraine,2016,Domestic & Public Use,2423.0
Ukraine,2016,Industry & Manufacturing,784.966
Ukraine,2017,Agriculture & Fisheries,5725.0
Ukraine,2017,Domestic & Public Use,2397.0
Ukraine,2017,Industry & Manufacturing,669.425
Ukraine,2018,Agriculture & Fisheries,8750.0
Ukraine,2018,Domestic & Public Use,2460.0
Ukraine,2018,Industry & Manufacturing,706.848
Ukraine,2019,Agriculture & Fisheries,8100.0
Ukraine,2019,Domestic & Public Use,2411.0
Ukraine,2019,Industry & Manufacturing,686.4119999999999
Ukraine,2020,Agriculture & Fisheries,4805.0
Ukraine,2020,Domestic & Public Use,2734.9
Ukraine,2020,Industry & Manufacturing,712.076
Ukraine,2021,Agriculture & Fisheries,4068.687
Ukraine,2021,Domestic & Public Use,2401.682
Ukraine,2021,Industry & Manufacturing,735.014
United Kingdom,1990,Domestic & Public Use,15563.5998046875
United Kingdom,1991,Domestic & Public Use,14950.7999023438
United Kingdom,1992,Domestic & Public Use,15208.7999023438
United Kingdom,1993,Domestic & Public Use,14301.4001953125
United Kingdom,1994,Domestic & Public Use,14366.0
United Kingdom,1995,Domestic & Public Use,14864.799902343799
United Kingdom,1996,Domestic & Public Use,14924.0
United Kingdom,1997,Domestic & Public Use,14503.0
United Kingdom,1998,Domestic & Public Use,14442.4001953125
United Kingdom,2001,Domestic & Public Use,14180.4001953125
United Kingdom,2002,Domestic & Public Use,14624.0
United Kingdom,2003,Domestic & Public Use,14587.5998046875
United Kingdom,2004,Domestic & Public Use,14766.4001953125
United Kingdom,2005,Agriculture & Fisheries,5708.600025939979
United Kingdom,2005,Domestic & Public Use,12699.6001953125
United Kingdom,2005,Industry & Manufacturing,3061.8000244141003
United Kingdom,2005,Services,44.0
United Kingdom,2006,Agriculture & Fisheries,5728.1999755859
United Kingdom,2006,Domestic & Public Use,12439.5999023438
United Kingdom,2006,Industry & Manufacturing,2722.1999755858997
United Kingdom,2006,Services,62.0
United Kingdom,2007,Agriculture & Fisheries,5269.59997634884
United Kingdom,2007,Domestic & Public Use,11979.600097656301
United Kingdom,2007,Industry & Manufacturing,1997.1999755859401
United Kingdom,2007,Services,82.0
United Kingdom,2008,Agriculture & Fisheries,4428.999977111779
United Kingdom,2008,Domestic & Public Use,11905.6
United Kingdom,2008,Industry & Manufacturing,2194.0
United Kingdom,2008,Services,54.0
United Kingdom,2009,Agriculture & Fisheries,4181.0
United Kingdom,2009,Domestic & Public Use,11540.7000976563
United Kingdom,2009,Industry & Manufacturing,2484.6000488281
United Kingdom,2009,Services,54.0
United Kingdom,2010,Agriculture & Fisheries,4697.99997711178
United Kingdom,2010,Domestic & Public Use,11928.5998046875
United Kingdom,2010,Industry & Manufacturing,1778.8000244140599
United Kingdom,2010,Services,40.0
United Kingdom,2011,Agriculture & Fisheries,3907.60000305176
United Kingdom,2011,Domestic & Public Use,11652.2
United Kingdom,2011,Industry & Manufacturing,1462.77001220703
United Kingdom,2011,Services,106.28
United Kingdom,2012,Agriculture & Fisheries,4144.0
United Kingdom,2012,Domestic & Public Use,11676.0
United Kingdom,2012,Industry & Manufacturing,2244.0
United Kingdom,2012,Services,56.0
United Kingdom,2013,Domestic & Public Use,10732.0
United Kingdom,2014,Agriculture & Fisheries,2253.399996948242
United Kingdom,2014,Domestic & Public Use,10444.5998046875
United Kingdom,2014,Industry & Manufacturing,1698.4000122070302
