STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,SOURCE,Source of water,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,COL,Colombia,A,Annual,PUB_PAPER,Paper products,M3,Cubic metres,PUBLIC,Public water supply,2019,,1.46,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,COL,Colombia,A,Annual,PUB_PAPER,Paper products,M3,Cubic metres,PUBLIC,Public water supply,2020,,1.35,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,DEU,Germany,A,Annual,PUB_TR,Transport vehicles and equipment,M3,Cubic metres,PUBLIC,Public water supply,1995,,6,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,DEU,Germany,A,Annual,PUB_TR,Transport vehicles and equipment,M3,Cubic metres,PUBLIC,Public water supply,2001,,3.7,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,DEU,Germany,A,Annual,PUB_TR,Transport vehicles and equipment,M3,Cubic metres,PUBLIC,Public water supply,2004,,3.3,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,DEU,Germany,A,Annual,PUB_TR,Transport vehicles and equipment,M3,Cubic metres,PUBLIC,Public water supply,2007,,3.8,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,DEU,Germany,A,Annual,PUB_TR,Transport vehicles and equipment,M3,Cubic metres,PUBLIC,Public water supply,2010,,16.512,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,DEU,Germany,A,Annual,PUB_TR,Transport vehicles and equipment,M3,Cubic metres,PUBLIC,Public water supply,2011,,17.527,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,DEU,Germany,A,Annual,PUB_TR,Transport vehicles and equipment,M3,Cubic metres,PUBLIC,Public water supply,2012,,17.282,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,DEU,Germany,A,Annual,PUB_TR,Transport vehicles and equipment,M3,Cubic metres,PUBLIC,Public water supply,2013,,16.903,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,DEU,Germany,A,Annual,PUB_TR,Transport vehicles and equipment,M3,Cubic metres,PUBLIC,Public water supply,2014,,17.63285,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,DEU,Germany,A,Annual,PUB_TR,Transport vehicles and equipment,M3,Cubic metres,PUBLIC,Public water supply,2015,,19.51043,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,DEU,Germany,A,Annual,PUB_TR,Transport vehicles and equipment,M3,Cubic metres,PUBLIC,Public water supply,2016,,19.82225,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,DEU,Germany,A,Annual,PUB_TR,Transport vehicles and equipment,M3,Cubic metres,PUBLIC,Public water supply,2017,,20.17236,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,DEU,Germany,A,Annual,PUB_TR,Transport vehicles and equipment,M3,Cubic metres,PUBLIC,Public water supply,2018,,19.75922,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,DEU,Germany,A,Annual,PUB_TR,Transport vehicles and equipment,M3,Cubic metres,PUBLIC,Public water supply,2019,,19.73719,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,DNK,Denmark,A,Annual,PUB_CHEM,"Chemicals, refined petroleum etc",M3,Cubic metres,PUBLIC,Public water supply,2010,,10.72,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,DNK,Denmark,A,Annual,PUB_CHEM,"Chemicals, refined petroleum etc",M3,Cubic metres,PUBLIC,Public water supply,2011,,10.49,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,DNK,Denmark,A,Annual,PUB_CHEM,"Chemicals, refined petroleum etc",M3,Cubic metres,PUBLIC,Public water supply,2012,,11.12,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,DNK,Denmark,A,Annual,PUB_CHEM,"Chemicals, refined petroleum etc",M3,Cubic metres,PUBLIC,Public water supply,2013,,11.99,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,DNK,Denmark,A,Annual,PUB_CHEM,"Chemicals, refined petroleum etc",M3,Cubic metres,PUBLIC,Public water supply,2014,,12.19,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,DNK,Denmark,A,Annual,PUB_CHEM,"Chemicals, refined petroleum etc",M3,Cubic metres,PUBLIC,Public water supply,2015,,13.5,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,DNK,Denmark,A,Annual,PUB_CHEM,"Chemicals, refined petroleum etc",M3,Cubic metres,PUBLIC,Public water supply,2016,,14.09,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,DNK,Denmark,A,Annual,PUB_CHEM,"Chemicals, refined petroleum etc",M3,Cubic metres,PUBLIC,Public water supply,2017,,13,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,DNK,Denmark,A,Annual,PUB_CHEM,"Chemicals, refined petroleum etc",M3,Cubic metres,PUBLIC,Public water supply,2018,,12.93,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,DNK,Denmark,A,Annual,PUB_CHEM,"Chemicals, refined petroleum etc",M3,Cubic metres,PUBLIC,Public water supply,2019,,12.86,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,DNK,Denmark,A,Annual,PUB_CHEM,"Chemicals, refined petroleum etc",M3,Cubic metres,PUBLIC,Public water supply,2020,,13.51,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,DNK,Denmark,A,Annual,PUB_CHEM,"Chemicals, refined petroleum etc",M3,Cubic metres,PUBLIC,Public water supply,2021,,13.32,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,DNK,Denmark,A,Annual,PUB_CHEM,"Chemicals, refined petroleum etc",M3,Cubic metres,PUBLIC,Public water supply,2022,,14.07,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,DNK,Denmark,A,Annual,PUB_CONST,Construction,M3,Cubic metres,PUBLIC,Public water supply,2010,,0.49,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,DNK,Denmark,A,Annual,PUB_CONST,Construction,M3,Cubic metres,PUBLIC,Public water supply,2011,,0.46,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,DNK,Denmark,A,Annual,PUB_CONST,Construction,M3,Cubic metres,PUBLIC,Public water supply,2012,,0.53,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,DNK,Denmark,A,Annual,PUB_CONST,Construction,M3,Cubic metres,PUBLIC,Public water supply,2013,,0.62,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,DNK,Denmark,A,Annual,PUB_CONST,Construction,M3,Cubic metres,PUBLIC,Public water supply,2014,,0.96,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,DNK,Denmark,A,Annual,PUB_CONST,Construction,M3,Cubic metres,PUBLIC,Public water supply,2015,,0.78,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,DNK,Denmark,A,Annual,PUB_CONST,Construction,M3,Cubic metres,PUBLIC,Public water supply,2016,,0.77,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,DNK,Denmark,A,Annual,PUB_CONST,Construction,M3,Cubic metres,PUBLIC,Public water supply,2017,,0.66,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,DNK,Denmark,A,Annual,PUB_CONST,Construction,M3,Cubic metres,PUBLIC,Public water supply,2018,,0.53,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,DNK,Denmark,A,Annual,PUB_CONST,Construction,M3,Cubic metres,PUBLIC,Public water supply,2019,,0.54,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,DNK,Denmark,A,Annual,PUB_CONST,Construction,M3,Cubic metres,PUBLIC,Public water supply,2020,,0.57,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,DNK,Denmark,A,Annual,PUB_CONST,Construction,M3,Cubic metres,PUBLIC,Public water supply,2021,,0.49,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,DNK,Denmark,A,Annual,PUB_CONST,Construction,M3,Cubic metres,PUBLIC,Public water supply,2022,,0.52,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_ELEC,Electricity production,M3,Cubic metres,PUBLIC,Public water supply,1997,,41,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_ELEC,Electricity production,M3,Cubic metres,PUBLIC,Public water supply,1998,,43.1,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_ELEC,Electricity production,M3,Cubic metres,PUBLIC,Public water supply,1999,,45,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_ELEC,Electricity production,M3,Cubic metres,PUBLIC,Public water supply,2000,,0,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_ELEC,Electricity production,M3,Cubic metres,PUBLIC,Public water supply,2001,,0,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_ELEC,Electricity production,M3,Cubic metres,PUBLIC,Public water supply,2002,,0,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_ELEC,Electricity production,M3,Cubic metres,PUBLIC,Public water supply,2003,,0,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_ELEC,Electricity production,M3,Cubic metres,PUBLIC,Public water supply,2004,,0,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_ELEC,Electricity production,M3,Cubic metres,PUBLIC,Public water supply,2005,,0,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_ELEC,Electricity production,M3,Cubic metres,PUBLIC,Public water supply,2006,,0,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_ELEC,Electricity production,M3,Cubic metres,PUBLIC,Public water supply,2007,,0,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_ELEC,Electricity production,M3,Cubic metres,PUBLIC,Public water supply,2008,,0,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_ELEC,Electricity production,M3,Cubic metres,PUBLIC,Public water supply,2009,,0,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_ELEC,Electricity production,M3,Cubic metres,PUBLIC,Public water supply,2010,,28.5,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_ELEC,Electricity production,M3,Cubic metres,PUBLIC,Public water supply,2011,,31.4,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_ELEC,Electricity production,M3,Cubic metres,PUBLIC,Public water supply,2012,,31.5,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_ELEC,Electricity production,M3,Cubic metres,PUBLIC,Public water supply,2013,,29.3,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_ELEC,Electricity production,M3,Cubic metres,PUBLIC,Public water supply,2014,,34.9,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_ELEC,Electricity production,M3,Cubic metres,PUBLIC,Public water supply,2015,,28.7,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_ELEC,Electricity production,M3,Cubic metres,PUBLIC,Public water supply,2016,,26.5,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_ELEC,Electricity production,M3,Cubic metres,PUBLIC,Public water supply,2017,,25.1,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_ELEC,Electricity production,M3,Cubic metres,PUBLIC,Public water supply,2018,,24.8,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_ELEC,Electricity production,M3,Cubic metres,PUBLIC,Public water supply,2019,,22.3,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_ELEC,Electricity production,M3,Cubic metres,PUBLIC,Public water supply,2020,,21.8,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_CHEM,"Chemicals, refined petroleum etc",M3,Cubic metres,PUBLIC,Public water supply,2000,,163.6,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_CHEM,"Chemicals, refined petroleum etc",M3,Cubic metres,PUBLIC,Public water supply,2001,,167.1,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_CHEM,"Chemicals, refined petroleum etc",M3,Cubic metres,PUBLIC,Public water supply,2002,,172.7,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_CHEM,"Chemicals, refined petroleum etc",M3,Cubic metres,PUBLIC,Public water supply,2003,,187.1,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_CHEM,"Chemicals, refined petroleum etc",M3,Cubic metres,PUBLIC,Public water supply,2004,,190.1,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_CHEM,"Chemicals, refined petroleum etc",M3,Cubic metres,PUBLIC,Public water supply,2005,,185.4,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_CHEM,"Chemicals, refined petroleum etc",M3,Cubic metres,PUBLIC,Public water supply,2006,,180.9,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_CHEM,"Chemicals, refined petroleum etc",M3,Cubic metres,PUBLIC,Public water supply,2007,,149.8,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_CHEM,"Chemicals, refined petroleum etc",M3,Cubic metres,PUBLIC,Public water supply,2008,,132.7,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_CHEM,"Chemicals, refined petroleum etc",M3,Cubic metres,PUBLIC,Public water supply,2009,,135.2,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_CHEM,"Chemicals, refined petroleum etc",M3,Cubic metres,PUBLIC,Public water supply,2010,,134.6,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_CHEM,"Chemicals, refined petroleum etc",M3,Cubic metres,PUBLIC,Public water supply,2011,,127.9,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_CHEM,"Chemicals, refined petroleum etc",M3,Cubic metres,PUBLIC,Public water supply,2012,,126.1,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_CHEM,"Chemicals, refined petroleum etc",M3,Cubic metres,PUBLIC,Public water supply,2013,,126.5,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_CHEM,"Chemicals, refined petroleum etc",M3,Cubic metres,PUBLIC,Public water supply,2014,,126.6,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_CHEM,"Chemicals, refined petroleum etc",M3,Cubic metres,PUBLIC,Public water supply,2015,,120.89,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_CHEM,"Chemicals, refined petroleum etc",M3,Cubic metres,PUBLIC,Public water supply,2016,,114.845,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_CHEM,"Chemicals, refined petroleum etc",M3,Cubic metres,PUBLIC,Public water supply,2017,,123.5,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_CHEM,"Chemicals, refined petroleum etc",M3,Cubic metres,PUBLIC,Public water supply,2018,,128.4,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_CHEM,"Chemicals, refined petroleum etc",M3,Cubic metres,PUBLIC,Public water supply,2019,,128.5,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_CHEM,"Chemicals, refined petroleum etc",M3,Cubic metres,PUBLIC,Public water supply,2020,,133.1,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,EST,Estonia,A,Annual,PUB_CONMAN,Industry and construction,M3,Cubic metres,PUBLIC,Public water supply,2010,,7.2,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,EST,Estonia,A,Annual,PUB_CONMAN,Industry and construction,M3,Cubic metres,PUBLIC,Public water supply,2011,,7.3,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,EST,Estonia,A,Annual,PUB_CONMAN,Industry and construction,M3,Cubic metres,PUBLIC,Public water supply,2012,,7.9,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,FIN,Finland,A,Annual,PUB_MINE,Mining and quarrying,M3,Cubic metres,PUBLIC,Public water supply,2013,,0.4,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,FIN,Finland,A,Annual,PUB_MINE,Mining and quarrying,M3,Cubic metres,PUBLIC,Public water supply,2014,,0.1,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,FIN,Finland,A,Annual,PUB_MINE,Mining and quarrying,M3,Cubic metres,PUBLIC,Public water supply,2015,,0.1,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,FIN,Finland,A,Annual,PUB_MINE,Mining and quarrying,M3,Cubic metres,PUBLIC,Public water supply,2016,,0.1,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,FIN,Finland,A,Annual,PUB_MINE,Mining and quarrying,M3,Cubic metres,PUBLIC,Public water supply,2017,,0,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,FIN,Finland,A,Annual,PUB_MINE,Mining and quarrying,M3,Cubic metres,PUBLIC,Public water supply,2018,,0.12,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,FIN,Finland,A,Annual,PUB_MINE,Mining and quarrying,M3,Cubic metres,PUBLIC,Public water supply,2019,,0.154,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,FIN,Finland,A,Annual,PUB_MINE,Mining and quarrying,M3,Cubic metres,PUBLIC,Public water supply,2020,,0.067,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,FIN,Finland,A,Annual,PUB_MINE,Mining and quarrying,M3,Cubic metres,PUBLIC,Public water supply,2021,,0.14,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,FIN,Finland,A,Annual,PUB_MINE,Mining and quarrying,M3,Cubic metres,PUBLIC,Public water supply,2022,,0.144,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,GBR,United Kingdom,A,Annual,PUB_FOOD,Food processing industry,M3,Cubic metres,PUBLIC,Public water supply,2011,,46,,A,Normal value,6,Millions,1,One
